zip_code,city,state,address_example,overall_grade,violent_crime_grade,property_crime_grade,violent_crimes_per_1000,property_crimes_per_1000,total_crimes_per_1000,cost_of_crime_per_household_usd,confidence,retrievedAtUtc
33132,Miami,FL,6077 Maple Ave,C,F,D,13.6,36.6,50.2,594,0.9,2025-10-26T17:00:57.475ZZ
30303,Atlanta,GA,2270 Market St,C,D,B,15,55.7,70.7,530,0.83,2025-10-26T17:00:57.475ZZ
11211,Brooklyn,NY,9628 Collins Ave,F,C,F,46.1,158.8,204.9,1405,0.82,2025-10-26T17:00:57.475ZZ
73102,Oklahoma City,OK,9928 Elm St,D,C,C,12.6,32,44.6,553,0.81,2025-10-26T17:00:57.475ZZ
90001,Los Angeles,CA,3040 Mission St,D,B,B,33,115.3,148.3,1394,0.92,2025-10-26T17:00:57.475ZZ
80202,Denver,CO,3736 Market St,B,B,C,9.9,25.2,35.1,490,0.89,2025-10-26T17:00:57.475ZZ
30303,Atlanta,GA,8966 Pine St,C,B,D,12.3,46.4,58.7,658,0.87,2025-10-26T17:00:57.475ZZ
33101,Miami,FL,9433 Collins Ave,A,B,C,1.1,4.2,5.3,333,0.82,2025-10-26T17:00:57.475ZZ
64106,Kansas City,MO,1581 Collins Ave,B,B,B,8.3,31.6,39.9,420,0.84,2025-10-26T17:00:57.475ZZ
30303,Atlanta,GA,6229 Peachtree St NE,B,B,B,9.1,23.8,32.9,544,0.85,2025-10-26T17:00:57.475ZZ
72201,Little Rock,AR,5559 Lexington Ave,F,A,C,23.7,79,102.7,949,0.83,2025-10-26T17:00:57.475ZZ
77002,Houston,TX,1404 Canal St,C,B,B,4.7,14.6,19.3,399,0.82,2025-10-26T17:00:57.475ZZ
94103,San Francisco,CA,5999 1st Ave,D,C,A,23,76.1,99.1,713,0.9,2025-10-26T17:00:57.475ZZ
72201,Little Rock,AR,9600 Market St,A,A,B,4.2,11.6,15.8,378,0.88,2025-10-26T17:00:57.475ZZ
60601,Chicago,IL,7499 Main St,D,C,B,15.9,56.3,72.2,673,0.84,2025-10-26T17:00:57.475ZZ
11211,Brooklyn,NY,1628 Main St,C,A,C,6.5,21.1,27.6,391,0.85,2025-10-26T17:00:57.475ZZ
80202,Denver,CO,4958 Mission St,A,C,D,3.2,11.9,15.1,413,0.91,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,706 Pine St,B,C,D,3.6,14.2,17.8,396,0.93,2025-10-26T17:00:57.475ZZ
94103,San Francisco,CA,5828 Fulton St,A,A,C,3.3,10.6,13.9,347,0.92,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,2713 Mission St,C,B,D,19.2,66.4,85.6,659,0.94,2025-10-26T17:00:57.475ZZ
73301,Austin,TX,2059 Fulton St,F,D,B,44,135.9,179.9,1283,0.89,2025-10-26T17:00:57.475ZZ
64106,Kansas City,MO,1846 1st Ave,D,D,D,19.3,56.6,75.9,707,0.83,2025-10-26T17:00:57.475ZZ
33101,Miami,FL,9427 Peachtree St NE,F,C,F,30.6,105.6,136.2,1124,0.85,2025-10-26T17:00:57.475ZZ
45202,Cincinnati,OH,5224 Cedar St,C,B,C,4.5,15.4,19.9,370,0.83,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,4034 Canal St,D,C,F,23.2,71.9,95.1,705,0.89,2025-10-26T17:00:57.475ZZ
10002,New York,NY,4594 Broadway,F,C,F,43.5,155.3,198.8,1827,0.93,2025-10-26T17:00:57.475ZZ
90011,Los Angeles,CA,4974 Pine St,D,D,B,11.5,33.7,45.2,631,0.94,2025-10-26T17:00:57.475ZZ
30303,Atlanta,GA,5741 Elm St,B,C,B,6,18.2,24.2,463,0.81,2025-10-26T17:00:57.475ZZ
90011,Los Angeles,CA,9348 Peachtree St NE,B,C,C,8.2,27.6,35.8,453,0.93,2025-10-26T17:00:57.475ZZ
20001,Washington,DC,7591 Pine St,F,B,D,39.2,146.4,185.6,1721,0.82,2025-10-26T17:00:57.475ZZ
77002,Houston,TX,365 Cedar St,C,C,D,18.5,69.2,87.7,757,0.9,2025-10-26T17:00:57.475ZZ
48201,Detroit,MI,3531 Pine St,C,B,F,14.8,41.3,56.1,612,0.89,2025-10-26T17:00:57.475ZZ
10003,New York,NY,8972 Collins Ave,C,F,B,9.9,30.3,40.2,590,0.94,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,5473 1st Ave,D,A,C,7.2,28.1,35.3,573,0.83,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,9641 Maple Ave,B,D,F,5.5,21.7,27.2,396,0.83,2025-10-26T17:00:57.475ZZ
48201,Detroit,MI,4425 Lexington Ave,C,D,D,18,62.1,80.1,784,0.91,2025-10-26T17:00:57.475ZZ
80202,Denver,CO,6810 Lexington Ave,C,B,C,19.5,69.8,89.3,674,0.94,2025-10-26T17:00:57.475ZZ
60629,Chicago,IL,3115 Broadway,D,D,D,33.5,113.3,146.8,1465,0.93,2025-10-26T17:00:57.475ZZ
20001,Washington,DC,9810 Pine St,D,D,A,28.9,105.3,134.2,1358,0.81,2025-10-26T17:00:57.475ZZ
60629,Chicago,IL,1877 1st Ave,A,F,F,1.2,3.8,5,336,0.84,2025-10-26T17:00:57.475ZZ
94102,San Francisco,CA,4639 Elm St,F,A,D,11.5,37.7,49.2,494,0.84,2025-10-26T17:00:57.475ZZ
33101,Miami,FL,564 Mission St,F,C,B,12.7,42.3,55,692,0.93,2025-10-26T17:00:57.475ZZ
94102,San Francisco,CA,5055 Lexington Ave,C,C,B,15,45,60,560,0.87,2025-10-26T17:00:57.475ZZ
77002,Houston,TX,9621 Collins Ave,D,F,D,19.4,71.1,90.5,850,0.87,2025-10-26T17:00:57.475ZZ
94103,San Francisco,CA,8220 Peachtree St NE,C,D,D,7,21.6,28.6,522,0.92,2025-10-26T17:00:57.475ZZ
20001,Washington,DC,5388 Collins Ave,F,C,D,46.1,163.4,209.5,1828,0.85,2025-10-26T17:00:57.475ZZ
98101,Seattle,WA,8956 Mission St,D,F,F,10.3,39.2,49.5,569,0.85,2025-10-26T17:00:57.475ZZ
85001,Phoenix,AZ,3125 Lexington Ave,B,C,A,8.8,28.5,37.3,535,0.91,2025-10-26T17:00:57.475ZZ
96813,Honolulu,HI,7736 Maple Ave,A,D,D,1.2,3.4,4.6,333,0.89,2025-10-26T17:00:57.475ZZ
11201,Brooklyn,NY,3066 Maple Ave,A,B,A,4,12.5,16.5,385,0.94,2025-10-26T17:00:57.475ZZ
96813,Honolulu,HI,2296 Lexington Ave,B,B,C,6.7,22.9,29.6,396,0.91,2025-10-26T17:00:57.475ZZ
33132,Miami,FL,1482 Cedar St,C,C,D,7.9,29.9,37.8,486,0.85,2025-10-26T17:00:57.475ZZ
30303,Atlanta,GA,726 Market St,F,A,D,46.9,119.5,166.4,1595,0.85,2025-10-26T17:00:57.475ZZ
48201,Detroit,MI,4119 Pine St,C,D,B,11.5,38.8,50.3,644,0.82,2025-10-26T17:00:57.475ZZ
20001,Washington,DC,7423 Mission St,D,C,D,16.2,40.8,57,606,0.89,2025-10-26T17:00:57.475ZZ
94103,San Francisco,CA,1289 Washington Ave,B,F,C,4.1,15.7,19.8,395,0.87,2025-10-26T17:00:57.475ZZ
60601,Chicago,IL,7192 Canal St,D,F,D,29.1,112.8,141.9,1313,0.86,2025-10-26T17:00:57.475ZZ
77002,Houston,TX,9915 Cedar St,F,B,D,49.7,144.8,194.5,1650,0.87,2025-10-26T17:00:57.475ZZ
37203,Nashville,TN,2306 Peachtree St NE,A,B,C,2.6,8.1,10.7,363,0.9,2025-10-26T17:00:57.475ZZ
60601,Chicago,IL,1556 Oak St,D,D,D,29.6,98.1,127.7,971,0.92,2025-10-26T17:00:57.475ZZ
33101,Miami,FL,6947 Mission St,A,D,A,4.9,17.9,22.8,384,0.91,2025-10-26T17:00:57.475ZZ
19104,Philadelphia,PA,510 Lexington Ave,B,C,D,3.6,9,12.6,339,0.82,2025-10-26T17:00:57.475ZZ
94102,San Francisco,CA,3717 Mission St,C,C,C,13.5,52.2,65.7,710,0.86,2025-10-26T17:00:57.475ZZ
94102,San Francisco,CA,7782 Peachtree St NE,C,C,D,12.3,34.4,46.7,567,0.87,2025-10-26T17:00:57.475ZZ
94102,San Francisco,CA,7389 Main St,A,C,C,4.8,15.3,20.1,367,0.93,2025-10-26T17:00:57.475ZZ
60601,Chicago,IL,5124 Oak St,C,C,A,10.5,28.9,39.4,440,0.91,2025-10-26T17:00:57.475ZZ
94102,San Francisco,CA,12 Maple Ave,D,B,A,9.1,35.6,44.7,483,0.83,2025-10-26T17:00:57.475ZZ
94103,San Francisco,CA,2574 Main St,C,B,B,6.4,25.3,31.7,513,0.84,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,1125 Elm St,C,C,C,5.1,15.9,21,376,0.85,2025-10-26T17:00:57.475ZZ
64106,Kansas City,MO,6454 Collins Ave,B,D,B,4.7,18.2,22.9,437,0.84,2025-10-26T17:00:57.475ZZ
64106,Kansas City,MO,7226 Maple Ave,C,C,C,14.7,56.4,71.1,622,0.8,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,1513 Market St,D,D,B,32.9,115,147.9,1402,0.93,2025-10-26T17:00:57.475ZZ
33132,Miami,FL,9099 Market St,D,D,B,13.8,48.6,62.4,759,0.93,2025-10-26T17:00:57.475ZZ
33132,Miami,FL,9634 Peachtree St NE,B,D,B,5.6,19.8,25.4,392,0.83,2025-10-26T17:00:57.475ZZ
45202,Cincinnati,OH,5872 Peachtree St NE,D,C,D,22.5,59.9,82.4,641,0.82,2025-10-26T17:00:57.475ZZ
02115,Boston,MA,185 Main St,B,A,B,2.2,6.2,8.4,333,0.91,2025-10-26T17:00:57.475ZZ
72201,Little Rock,AR,7330 Fulton St,B,F,C,6.3,23.3,29.6,535,0.85,2025-10-26T17:00:57.475ZZ
11211,Brooklyn,NY,2251 Oak St,F,C,B,37.9,114.7,152.6,920,0.81,2025-10-26T17:00:57.475ZZ
11211,Brooklyn,NY,4206 Broadway,A,A,D,1.2,3.2,4.4,332,0.87,2025-10-26T17:00:57.475ZZ
73102,Oklahoma City,OK,9760 Washington Ave,D,F,F,31.8,118.6,150.4,814,0.91,2025-10-26T17:00:57.475ZZ
90011,Los Angeles,CA,8716 Broadway,B,B,D,4.3,11.1,15.4,380,0.8,2025-10-26T17:00:57.475ZZ
96813,Honolulu,HI,5583 Broadway,C,C,C,11.6,39.3,50.9,558,0.9,2025-10-26T17:00:57.475ZZ
72201,Little Rock,AR,888 Broadway,A,F,B,3.5,13.8,17.3,356,0.89,2025-10-26T17:00:57.475ZZ
77002,Houston,TX,458 Lexington Ave,C,B,F,9.8,29.8,39.6,474,0.91,2025-10-26T17:00:57.475ZZ
30303,Atlanta,GA,1987 Lexington Ave,C,C,C,11.7,38.2,49.9,642,0.85,2025-10-26T17:00:57.475ZZ
60601,Chicago,IL,690 1st Ave,A,A,B,2.9,7.4,10.3,333,0.94,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,9155 Oak St,D,C,D,13.3,40.2,53.5,702,0.82,2025-10-26T17:00:57.475ZZ
02115,Boston,MA,9252 Washington Ave,F,C,C,42.4,131.8,174.2,1466,0.88,2025-10-26T17:00:57.475ZZ
33101,Miami,FL,7284 Mission St,D,A,D,8.5,26.6,35.1,512,0.94,2025-10-26T17:00:57.475ZZ
37203,Nashville,TN,6305 Mission St,F,F,C,25,93,118,1157,0.86,2025-10-26T17:00:57.475ZZ
48201,Detroit,MI,8185 Elm St,F,C,C,42.1,146.8,188.9,1491,0.81,2025-10-26T17:00:57.475ZZ
77002,Houston,TX,8051 Broadway,F,D,C,37.8,121.4,159.2,814,0.85,2025-10-26T17:00:57.475ZZ
45202,Cincinnati,OH,4372 Collins Ave,F,A,C,34.9,137.4,172.3,950,0.86,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,5845 Lexington Ave,F,C,D,33.9,117.5,151.4,1431,0.89,2025-10-26T17:00:57.475ZZ
19104,Philadelphia,PA,4780 Mission St,D,C,B,30.4,94.3,124.7,1016,0.82,2025-10-26T17:00:57.475ZZ
72201,Little Rock,AR,3602 Canal St,C,D,C,18.5,55.3,73.8,716,0.83,2025-10-26T17:00:57.475ZZ
80202,Denver,CO,7165 Elm St,C,C,F,4.6,11.5,16.1,387,0.86,2025-10-26T17:00:57.475ZZ
11211,Brooklyn,NY,7648 Mission St,C,A,D,8.6,26.1,34.7,420,0.8,2025-10-26T17:00:57.475ZZ
94103,San Francisco,CA,5385 Washington Ave,D,A,C,34.6,100.3,134.9,989,0.83,2025-10-26T17:00:57.475ZZ
72201,Little Rock,AR,4310 1st Ave,F,B,D,17.9,52.9,70.8,764,0.86,2025-10-26T17:00:57.475ZZ
10003,New York,NY,8835 Canal St,C,D,D,16.7,46.2,62.9,641,0.83,2025-10-26T17:00:57.475ZZ
33101,Miami,FL,3617 Washington Ave,F,B,F,12,38.4,50.4,579,0.85,2025-10-26T17:00:57.475ZZ
98101,Seattle,WA,6969 Elm St,C,A,C,12.5,34.2,46.7,654,0.84,2025-10-26T17:00:57.475ZZ
10002,New York,NY,8107 Peachtree St NE,C,D,A,9.5,29.8,39.3,446,0.94,2025-10-26T17:00:57.475ZZ
20001,Washington,DC,1904 Collins Ave,D,B,B,26.3,85.7,112,770,0.82,2025-10-26T17:00:57.475ZZ
20001,Washington,DC,8647 Maple Ave,C,C,D,15.8,45.5,61.3,782,0.89,2025-10-26T17:00:57.475ZZ
64106,Kansas City,MO,3087 Canal St,F,C,D,10.1,32.9,43,615,0.89,2025-10-26T17:00:57.475ZZ
11211,Brooklyn,NY,3765 Oak St,C,B,C,8.1,22.6,30.7,445,0.88,2025-10-26T17:00:57.475ZZ
45202,Cincinnati,OH,7217 Maple Ave,B,B,D,8.9,30.8,39.7,611,0.94,2025-10-26T17:00:57.475ZZ
98101,Seattle,WA,6527 1st Ave,B,B,B,8.4,26,34.4,448,0.95,2025-10-26T17:00:57.475ZZ
73301,Austin,TX,5463 Elm St,F,D,A,36.9,128.7,165.6,1526,0.94,2025-10-26T17:00:57.475ZZ
98101,Seattle,WA,4483 Pine St,B,C,B,8,23,31,403,0.81,2025-10-26T17:00:57.475ZZ
37203,Nashville,TN,1154 Oak St,C,C,B,15.5,53.9,69.4,625,0.8,2025-10-26T17:00:57.475ZZ
33101,Miami,FL,2247 Elm St,C,D,C,13,34.2,47.2,543,0.82,2025-10-26T17:00:57.475ZZ
11201,Brooklyn,NY,5422 Pine St,B,C,D,8.1,21.6,29.7,439,0.86,2025-10-26T17:00:57.475ZZ
45202,Cincinnati,OH,3191 Cedar St,D,C,A,14,39.3,53.3,473,0.88,2025-10-26T17:00:57.475ZZ
73102,Oklahoma City,OK,2574 Cedar St,B,D,F,6.7,21.7,28.4,424,0.88,2025-10-26T17:00:57.475ZZ
85001,Phoenix,AZ,5988 Cedar St,F,C,F,14.2,47.4,61.6,534,0.91,2025-10-26T17:00:57.475ZZ
75201,Dallas,TX,4396 1st Ave,D,C,B,11.5,45.4,56.9,498,0.82,2025-10-26T17:00:57.475ZZ
64106,Kansas City,MO,7522 Oak St,D,C,D,7.5,24.2,31.7,536,0.82,2025-10-26T17:00:57.475ZZ
33101,Miami,FL,1941 Cedar St,B,D,C,3.2,8,11.2,349,0.82,2025-10-26T17:00:57.475ZZ
02115,Boston,MA,8415 Peachtree St NE,C,D,D,11.7,34.4,46.1,573,0.87,2025-10-26T17:00:57.475ZZ
11201,Brooklyn,NY,2596 Oak St,B,A,A,3.5,10.4,13.9,377,0.8,2025-10-26T17:00:57.476ZZ
20001,Washington,DC,5576 Main St,C,D,C,15.1,59.8,74.9,566,0.95,2025-10-26T17:00:57.476ZZ
85001,Phoenix,AZ,8332 Collins Ave,D,D,A,30.1,101,131.1,969,0.86,2025-10-26T17:00:57.476ZZ
02115,Boston,MA,2285 Maple Ave,B,D,C,4,15.1,19.1,427,0.93,2025-10-26T17:00:57.476ZZ
73301,Austin,TX,1429 Broadway,A,F,A,3.8,10.4,14.2,376,0.84,2025-10-26T17:00:57.476ZZ
73102,Oklahoma City,OK,4108 Maple Ave,F,C,C,25.1,91.3,116.4,989,0.95,2025-10-26T17:00:57.476ZZ
94103,San Francisco,CA,1160 Collins Ave,C,C,D,10.6,33.1,43.7,532,0.81,2025-10-26T17:00:57.476ZZ
98101,Seattle,WA,8793 Main St,D,D,B,9.8,32,41.8,532,0.94,2025-10-26T17:00:57.476ZZ
85001,Phoenix,AZ,1018 Lexington Ave,C,D,B,10,33.3,43.3,584,0.86,2025-10-26T17:00:57.476ZZ
10002,New York,NY,9745 Peachtree St NE,F,F,C,25.3,74.6,99.9,953,0.92,2025-10-26T17:00:57.476ZZ
73301,Austin,TX,6906 Peachtree St NE,D,D,F,34.3,102.4,136.7,1390,0.84,2025-10-26T17:00:57.476ZZ
33132,Miami,FL,2923 Main St,B,C,C,7.9,27.4,35.3,499,0.83,2025-10-26T17:00:57.476ZZ
98101,Seattle,WA,2060 Market St,B,C,D,9.5,31.5,41,437,0.82,2025-10-26T17:00:57.476ZZ
60629,Chicago,IL,9087 Elm St,D,C,D,16.9,45.2,62.1,503,0.84,2025-10-26T17:00:57.476ZZ
33132,Miami,FL,1703 Mission St,C,B,D,9.9,38.9,48.8,633,0.93,2025-10-26T17:00:57.476ZZ
94103,San Francisco,CA,2830 Elm St,C,B,B,4.5,14.9,19.4,412,0.81,2025-10-26T17:00:57.476ZZ
11211,Brooklyn,NY,7599 Broadway,B,D,C,2,5.1,7.1,350,0.92,2025-10-26T17:00:57.476ZZ
19104,Philadelphia,PA,826 Peachtree St NE,A,D,B,2.3,6.5,8.8,345,0.93,2025-10-26T17:00:57.476ZZ
73301,Austin,TX,5427 Maple Ave,D,A,D,12.9,35.8,48.7,526,0.85,2025-10-26T17:00:57.476ZZ
64106,Kansas City,MO,759 Mission St,A,D,D,2.9,9,11.9,375,0.83,2025-10-26T17:00:57.476ZZ
73102,Oklahoma City,OK,8583 Main St,D,D,C,20.9,54.6,75.5,614,0.81,2025-10-26T17:00:57.476ZZ
85001,Phoenix,AZ,332 Lexington Ave,D,A,B,8.2,29.5,37.7,559,0.89,2025-10-26T17:00:57.476ZZ
60601,Chicago,IL,8435 Pine St,D,B,D,31,121.7,152.7,1205,0.82,2025-10-26T17:00:57.476ZZ
73301,Austin,TX,6936 Market St,D,F,C,25.2,65.4,90.6,986,0.85,2025-10-26T17:00:57.476ZZ
10002,New York,NY,5920 Market St,D,B,D,33.2,119.7,152.9,1240,0.86,2025-10-26T17:00:57.476ZZ
72201,Little Rock,AR,7690 Broadway,D,F,B,10.1,39,49.1,646,0.86,2025-10-26T17:00:57.476ZZ
02115,Boston,MA,5966 Collins Ave,B,C,B,7,18.5,25.5,501,0.89,2025-10-26T17:00:57.476ZZ
20001,Washington,DC,3871 Elm St,A,C,D,4.5,11.5,16,352,0.9,2025-10-26T17:00:57.476ZZ
94103,San Francisco,CA,7424 Canal St,D,B,C,23.6,86.3,109.9,796,0.8,2025-10-26T17:00:57.476ZZ
30303,Atlanta,GA,1665 Pine St,B,B,B,8.1,22.9,31,525,0.82,2025-10-26T17:00:57.476ZZ
48201,Detroit,MI,106 Market St,D,D,C,23.6,74,97.6,678,0.95,2025-10-26T17:00:57.476ZZ
11211,Brooklyn,NY,1537 Maple Ave,D,F,F,25.5,67,92.5,1018,0.83,2025-10-26T17:00:57.476ZZ
20001,Washington,DC,6116 Main St,C,C,B,11.4,39,50.4,655,0.95,2025-10-26T17:00:57.476ZZ
60601,Chicago,IL,2164 Main St,F,C,F,45.5,159.7,205.2,1224,0.82,2025-10-26T17:00:57.476ZZ
19104,Philadelphia,PA,2294 Cedar St,A,F,C,4.9,13.6,18.5,401,0.84,2025-10-26T17:00:57.476ZZ
98101,Seattle,WA,3827 Broadway,F,C,D,14.6,55.9,70.5,590,0.89,2025-10-26T17:00:57.476ZZ
19104,Philadelphia,PA,5429 1st Ave,C,F,D,18.5,49,67.5,608,0.84,2025-10-26T17:00:57.476ZZ
11211,Brooklyn,NY,1956 1st Ave,C,D,F,9,24.1,33.1,441,0.94,2025-10-26T17:00:57.476ZZ
90011,Los Angeles,CA,4763 Elm St,D,C,A,20.9,65.3,86.2,757,0.84,2025-10-26T17:00:57.476ZZ
60629,Chicago,IL,5041 Canal St,C,A,D,13.5,40.2,53.7,686,0.95,2025-10-26T17:00:57.476ZZ
02115,Boston,MA,7455 Collins Ave,C,C,C,17.3,47.7,65,625,0.86,2025-10-26T17:00:57.476ZZ
77002,Houston,TX,8822 Canal St,C,A,A,11.5,32.9,44.4,538,0.86,2025-10-26T17:00:57.476ZZ
20001,Washington,DC,7173 Market St,B,C,F,8.1,29.3,37.4,520,0.91,2025-10-26T17:00:57.476ZZ
90001,Los Angeles,CA,5726 Market St,D,C,B,25.2,74.7,99.9,1056,0.86,2025-10-26T17:00:57.476ZZ
60629,Chicago,IL,9993 Lexington Ave,B,D,B,8,21.7,29.7,531,0.9,2025-10-26T17:00:57.476ZZ
73301,Austin,TX,8991 Fulton St,B,C,C,6,20.3,26.3,420,0.8,2025-10-26T17:00:57.476ZZ
20001,Washington,DC,7733 Cedar St,B,D,C,6.4,21.4,27.8,398,0.92,2025-10-26T17:00:57.476ZZ
33101,Miami,FL,6801 Cedar St,D,D,C,25.6,99.3,124.9,674,0.87,2025-10-26T17:00:57.476ZZ
45202,Cincinnati,OH,8637 Maple Ave,C,F,D,6.1,17.8,23.9,432,0.82,2025-10-26T17:00:57.476ZZ
80202,Denver,CO,5233 Market St,D,A,C,12.7,32,44.7,465,0.84,2025-10-26T17:00:57.476ZZ
48201,Detroit,MI,6268 Peachtree St NE,C,A,B,16.7,47.5,64.2,667,0.89,2025-10-26T17:00:57.476ZZ
60601,Chicago,IL,2872 Collins Ave,B,D,B,4.4,12.2,16.6,414,0.86,2025-10-26T17:00:57.476ZZ
73102,Oklahoma City,OK,2875 Peachtree St NE,A,C,B,3.8,14.7,18.5,361,0.91,2025-10-26T17:00:57.476ZZ
30303,Atlanta,GA,3170 Pine St,C,C,D,4.2,13.2,17.4,420,0.8,2025-10-26T17:00:57.476ZZ
45202,Cincinnati,OH,1411 1st Ave,A,D,D,3.5,10,13.5,349,0.8,2025-10-26T17:00:57.476ZZ
19104,Philadelphia,PA,2994 Lexington Ave,B,D,C,6.6,22.2,28.8,457,0.9,2025-10-26T17:00:57.476ZZ
10002,New York,NY,3479 Peachtree St NE,D,C,D,20.7,62.4,83.1,786,0.93,2025-10-26T17:00:57.476ZZ
80202,Denver,CO,1714 Oak St,D,D,B,13.5,37.7,51.2,701,0.83,2025-10-26T17:00:57.476ZZ
20001,Washington,DC,6346 Fulton St,C,B,F,5.7,16.1,21.8,472,0.83,2025-10-26T17:00:57.476ZZ
77002,Houston,TX,4575 Fulton St,C,F,C,13.1,42.8,55.9,668,0.85,2025-10-26T17:00:57.476ZZ
72201,Little Rock,AR,7538 Oak St,D,C,B,23.3,83.4,106.7,1006,0.94,2025-10-26T17:00:57.476ZZ
33132,Miami,FL,8956 Broadway,B,A,C,4.5,12.7,17.2,418,0.87,2025-10-26T17:00:57.476ZZ
37203,Nashville,TN,8994 Fulton St,F,A,B,36.4,98.9,135.3,987,0.88,2025-10-26T17:00:57.476ZZ
94103,San Francisco,CA,7170 Market St,D,A,C,25,86.5,111.5,958,0.85,2025-10-26T17:00:57.476ZZ
96813,Honolulu,HI,7486 Pine St,D,B,F,8.2,21,29.2,527,0.87,2025-10-26T17:00:57.476ZZ
72201,Little Rock,AR,7049 Washington Ave,D,D,B,8.1,24.9,33,403,0.86,2025-10-26T17:00:57.476ZZ
85001,Phoenix,AZ,8506 Oak St,F,B,C,38,131.1,169.1,1218,0.83,2025-10-26T17:00:57.476ZZ
10001,New York,NY,7933 Market St,D,D,C,8.9,26.9,35.8,495,0.84,2025-10-26T17:00:57.476ZZ
94102,San Francisco,CA,7667 Main St,C,D,C,6.5,24.5,31,517,0.9,2025-10-26T17:00:57.476ZZ
98101,Seattle,WA,3960 Canal St,A,F,C,1.8,5.6,7.4,324,0.91,2025-10-26T17:00:57.476ZZ
10003,New York,NY,940 Oak St,F,B,F,19.5,76.1,95.6,727,0.87,2025-10-26T17:00:57.476ZZ
96813,Honolulu,HI,4972 Main St,A,C,D,4,14.5,18.5,373,0.82,2025-10-26T17:00:57.476ZZ
77002,Houston,TX,9140 1st Ave,C,F,C,13.1,40.2,53.3,620,0.89,2025-10-26T17:00:57.476ZZ
85001,Phoenix,AZ,9007 Broadway,C,D,C,17.1,48.7,65.8,715,0.8,2025-10-26T17:00:57.476ZZ
94103,San Francisco,CA,7815 Cedar St,A,A,D,2.6,9.3,11.9,336,0.9,2025-10-26T17:00:57.476ZZ
60629,Chicago,IL,6954 Market St,C,B,B,18.3,48.3,66.6,729,0.89,2025-10-26T17:00:57.476ZZ
02115,Boston,MA,517 Canal St,C,C,C,5,19.9,24.9,478,0.85,2025-10-26T17:00:57.476ZZ
20001,Washington,DC,5966 Fulton St,D,D,C,32.2,83.5,115.7,991,0.84,2025-10-26T17:00:57.476ZZ
19104,Philadelphia,PA,3705 Canal St,D,B,B,15.5,43.2,58.7,635,0.8,2025-10-26T17:00:57.476ZZ
60629,Chicago,IL,3426 Pine St,C,C,D,15.2,60.1,75.3,650,0.89,2025-10-26T17:00:57.476ZZ
90001,Los Angeles,CA,9424 Collins Ave,B,D,D,7.4,19.5,26.9,491,0.82,2025-10-26T17:00:57.476ZZ
72201,Little Rock,AR,4965 Fulton St,C,C,C,9.1,35,44.1,528,0.89,2025-10-26T17:00:57.476ZZ
02115,Boston,MA,5385 Cedar St,C,F,C,5.9,23.4,29.3,406,0.92,2025-10-26T17:00:57.476ZZ
45202,Cincinnati,OH,9018 Pine St,B,D,B,9.9,39.1,49,495,0.94,2025-10-26T17:00:57.476ZZ
90001,Los Angeles,CA,8544 Oak St,D,C,D,27,98.5,125.5,1068,0.87,2025-10-26T17:00:57.476ZZ
19104,Philadelphia,PA,9674 Main St,D,A,B,16.9,61.9,78.8,705,0.85,2025-10-26T17:00:57.476ZZ
94102,San Francisco,CA,9849 Broadway,B,F,B,5.6,20.8,26.4,457,0.87,2025-10-26T17:00:57.476ZZ
20001,Washington,DC,1069 Canal St,C,D,D,17.3,59.7,77,764,0.8,2025-10-26T17:00:57.476ZZ
80202,Denver,CO,8899 Peachtree St NE,B,B,B,6.9,20.2,27.1,471,0.93,2025-10-26T17:00:57.476ZZ
94102,San Francisco,CA,2905 Market St,B,C,F,2.9,10.5,13.4,367,0.91,2025-10-26T17:00:57.476ZZ
10001,New York,NY,3871 Main St,D,D,A,9.1,34.9,44,482,0.83,2025-10-26T17:00:57.476ZZ
77002,Houston,TX,9487 Broadway,B,B,D,4.9,18.2,23.1,436,0.8,2025-10-26T17:00:57.476ZZ
10001,New York,NY,252 Canal St,D,F,F,23.2,88.1,111.3,1014,0.85,2025-10-26T17:00:57.476ZZ
94103,San Francisco,CA,7065 Oak St,B,D,A,7.3,19.3,26.6,398,0.89,2025-10-26T17:00:57.476ZZ
94102,San Francisco,CA,2451 Fulton St,B,F,C,6.2,18.6,24.8,451,0.89,2025-10-26T17:00:57.476ZZ
73102,Oklahoma City,OK,4300 1st Ave,B,D,C,4.7,17.9,22.6,390,0.86,2025-10-26T17:00:57.476ZZ
98101,Seattle,WA,7422 Mission St,F,C,D,37.4,110.4,147.8,906,0.83,2025-10-26T17:00:57.476ZZ
73301,Austin,TX,4733 1st Ave,C,C,A,7.9,27,34.9,447,0.94,2025-10-26T17:00:57.476ZZ
60601,Chicago,IL,4846 1st Ave,A,D,B,2.9,10.4,13.3,357,0.88,2025-10-26T17:00:57.476ZZ
73301,Austin,TX,4083 Cedar St,D,C,D,31.7,121.3,153,1021,0.9,2025-10-26T17:00:57.476ZZ
